,Customer Name,Age,Name of Industry,Job title,Annual salary,Work experience,Gender,State,Category,Sub-Category,Product Name,Sales
468,Nicole Hansen,25-34,Landscape Contracting,Maintenance Administrator,47840,8 - 10 years,Woman,Texas,Furniture,Bookcases,Bush Mission Pointe Library,205.33279999999996
469,Mick Brown,25-34,Landscaping,Administrative Assistant,48000,2 - 4 years,Woman,Illinois,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.7879999999999985
470,Keith Dawkins,25-34,Landscaping/Tree Work,Office Manager,58240,5-7 years,Woman,New York,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
471,Katherine Nockton,25-34,Language Services,American Sign Language/English Interpreter,87000,5-7 years,Woman,California,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92
472,Nora Pelletier,25-34,"Language Services company, unsure the broad category to use. Our clients are branding agencies, and their clients are frequently (but not always) pharmaceutical companies.",Senior Project Manager,70000,5-7 years,Woman,California,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.66599999999997
473,Cindy Stewart,25-34,Laundry and Rental,Office Supervisor,62000,11 - 20 years,Woman,California,Technology,Phones,Samsung Galaxy Note 3,703.9680000000001
474,Maxwell Schwartz,25-34,Law,Legal Aid Staff Attorney,52000,2 - 4 years,Woman,California,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52
475,Corinna Mitchell,18-24,Law Enforcement & Security,Library Assistant,49000,2 - 4 years,Woman,California,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.64999999999999
476,Corey-Lock,25-34,Learning & Development,Content Development Manager,68000,8 - 10 years,Woman,California,Office Supplies,Paper,Xerox 1912,94.85
477,Todd Sumrall,25-34,Learning and Development,Senior Education Specialist,62000,8 - 10 years,Woman,California,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76
478,Jane Waco,45-54,Legal Services,Global Compliance Manager,98500,11 - 20 years,Woman,New York,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2
479,John Dryer,35-44,"Leisure, Sport & Tourism",Billing and Commission Specialist,40206,21 - 30 years,Woman,New York,Office Supplies,Art,Prang Colored Pencils,14.7
480,Pauline Chand,35-44,Librarian,"Digital Initiatives Archivist, Senior",66703,11 - 20 years,Woman,New York,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25
481,Andy Reiter,35-44,Librarian ,YA Librarian ,58000,11 - 20 years,Man,California,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09
482,Arianne Irving,55-64,Librarian and Assistant Manager of a library,Librarian and Assistant Branch Manager ,81000,21 - 30 years,Woman,New York,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96
483,Tom Boeckenhauer,25-34,Librarian in legal setting,Technical Services Librarian,78000,8 - 10 years,Woman,New York,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98
484,Paul Lucas,55-64,librarian--Contractor for NASA,Senior Librarian,63000,31 - 40 years,Woman,California,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6
485,Gary Hwang,25-34,Libraries,Librarian,26000,2 - 4 years,Woman,California,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165
486,Mike Pelletier,25-34,Libraries ,Emerging technologies librarian ,55000,5-7 years,Woman,California,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96
487,Jim Mitchum,35-44,Libraries & Archives,Associate Archivist,75000,11 - 20 years,Woman,Illinois,Technology,Phones,Apple iPhone 5S,2735.952
488,Carl Ludwig,45-54,Libraries (Medical),Library troubleshooter,92000,11 - 20 years,Woman,Texas,Technology,Phones,Square Credit Card Reader,7.992000000000001
489,Deborah Brumfield,25-34,Libraries (public),Head of Circulation and Reference,42000,8 - 10 years,Woman,Texas,Technology,Accessories,Logitech M510 Wireless Mouse,63.98400000000001
490,Ivan Gibson,25-34,Libraries / Archives / Information,Archivist,51000,5-7 years,Woman,Texas,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368
491,Bobby Odegard,25-34,Libraries and Archives,Processing Coordinator,39000,5-7 years,Man,New York,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15
492,Aimee Bixby,25-34,Libraries and Archives (Academic),Processing Archivist,53000,11 - 20 years,Woman,New York,Office Supplies,Envelopes,Colored Envelopes,11.07
493,Julia West,25-34,Libraries/Archives,Library Assistant III,41120,2 - 4 years,Woman,Washington,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98
494,Edward Becker,25-34,Libraries/Museums/Archives,Branch manager,40830,8 - 10 years,Woman,Tennessee,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882
495,Sheri Gordon,25-34,Library,Digitization Archivist,43000,11 - 20 years,Woman,Arkansas,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42
496,Charlotte Melton,45-54,Library ,Customer service specialist 2,20200,21 - 30 years,Woman,California,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.61600000000001
497,Anthony Witt,55-64,Library (its a non-profit and its a govt job - how would I list that? Not all libraries are govt jobs),Library Assistant,41394,8 - 10 years,Woman,California,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76
498,Mick Crebagga,35-44,Library and Information Science,Makerspace Coordinator,46183,11 - 20 years,Man,California,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.56799999999998
499,Tonja Turnell,25-34,Library and Information Services,Librarian I,55200,11 - 20 years,Woman,California,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3
500,Vivek Grady,25-34,Library at a University ,User Experience and Virtual Reference Coordinator ,49000,11 - 20 years,Woman,Colorado,Office Supplies,Binders,Vinyl Sectional Post Binders,22.620000000000005
501,Muhammed Yedwab,25-34,Library Page (Public county library),Library Page,38480,2 - 4 years,Woman,Colorado,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952000000000004
502,Rick Duston,25-34,Library science / part-time work/study,Library assistant,24252,1 year or less,Woman,Colorado,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.5680000000001
503,Dennis Pardue,25-34,Library/Archive,Administrative Assistant,40000,5-7 years,Woman,Colorado,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2.3760000000000003
504,Marina Lichtenstein,45-54,Library/Archive/Research Center,Manager of Special Collections,85000,21 - 30 years,Woman,Colorado,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792
505,Jenna Caffey,25-34,Library/archives,College assistant archivist,31000,8 - 10 years,Woman,New York,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.920000000000002
506,James Galang,35-44,Library--public,Children's Services Coordinator,81916,11 - 20 years,Woman,Georgia,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74
507,Marc Crier,25-34,Life science capability development,Capability program manager,50000,8 - 10 years,Woman,Georgia,Office Supplies,Art,Newell 344,8.34
508,Natalie Webber,25-34,Life Sciences,Lab Technician,50000,5-7 years,Woman,Georgia,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74
509,Toby Braunhardt,35-44,Life Sciences ,Clinical Trial Set Up Manager,74446,5-7 years,Man,Georgia,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95
510,Bill Stewart,35-44,Life sciences (not in academia),Data scientist,111000,11 - 20 years,Woman,Missouri,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.30000000000001
511,Hilary Holden,25-34,Lobbying and consulting,Associate,75000,5-7 years,Woman,Missouri,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,38.04
512,Christina DeMoss,35-44,Logistics,Supervisor Engineering,72775,11 - 20 years,Man,Ohio,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.151999999999999
513,Thea Hendricks,35-44,Low-Voltage Equipment,Technician,45000,11 - 20 years,Woman,California,Office Supplies,Art,Newell 327,6.63
514,Michelle Moray,25-34,Luxury Fashion,Data Analyst ,68000,8 - 10 years,Woman,California,Office Supplies,Art,Newell 317,5.88
515,Neola Schneider,25-34,Maintenance,Machinist/Roll Grinder,87000,11 - 20 years,Woman,Montana,Technology,Copiers,Canon Image Class D660 Copier,2999.95
516,Robert Barroso,25-34,Management Consulting,Compensation Manager,180000,11 - 20 years,Man,Montana,Office Supplies,Storage,Advantus Rolling Storage Box,51.449999999999996
517,Shaun Weien,45-54,Manufacturing,Compensation Analyst,70000,21 - 30 years,Woman,Montana,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96
518,Eric Barreto,25-34,Manufacturing ,Project Manager,66250,8 - 10 years,Woman,Montana,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02
519,Pamela Stobb,35-44,Manufacturing (medical devices),Regulatory Affairs Specialist,109000,11 - 20 years,Woman,Texas,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392
520,Herbert Flentye,35-44,Manufacturing (personal care),Quality Assurance Manager,94000,11 - 20 years,Woman,Texas,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568
521,Henia Zydlo,25-34,Manufacturing (pharmaceuticals) ,Senior Quality Control Chemist,114240,5-7 years,Man,Texas,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.111999999999997
522,Cynthia Delaney,25-34,Manufacturing : corporate admin support,Manager,70000,8 - 10 years,Woman,Michigan,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98
523,Jamie Kunitz,35-44,Manufacturing and distributing,Customer Support Representative ,38800,11 - 20 years,Man,California,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.176
524,Filia McAdams,55-64,"Manufacturing, Chemical",Material Handling Specialist Level 5,67000,41 years or more,Woman,California,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26
525,Emily Ducich,25-34,Manufacturing/Consumer Packaged Goods,Continuous Improvement Coordinator,100000,5-7 years,Woman,Massachusetts,Office Supplies,Fasteners,Staples,22.200000000000003
526,Dianna Arnett,25-34,Manufacturing/Wholesale,Operations and Accounting Lead,58212,8 - 10 years,Woman,Florida,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.9520000000001
527,Joni Wasserman,25-34,Maritime,Able Seaman,67580,5-7 years,Man,Florida,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696
528,Raymond Messe,45-54,market research,senior analyst,64000,21 - 30 years,Woman,Pennsylvania,Office Supplies,Storage,Eldon Gobal File Keepers,36.336000000000006
529,Max Ludwig,25-34,Market Research ,Field and Project Manager,55000,2 - 4 years,Woman,Pennsylvania,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248
530,Craig Carroll,25-34,Marketing at a Non Profit,Marketing Specialist,58000,5-7 years,Woman,Pennsylvania,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512
531,Jim Epp,25-34,Marketing technology,Digital Marketing Team Lead,71500,11 - 20 years,Woman,California,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72000000000003
532,Roy Phan,25-34,"Marketing, Advertising & PR","Senior Manager, Programmatic",95000,8 - 10 years,Woman,California,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94
533,Thomas Boland,35-44,Media & Digital,Editor,125000,11 - 20 years,Woman,Alabama,Technology,Phones,Panasonic KX-TG9471B,979.95
534,Brad Eason,35-44,Medica education,Managing editor,90898,21 - 30 years,Woman,Alabama,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75
535,Jill Fjeld,35-44,Medical communications,Senior medical writer,105000,5-7 years,Woman,Arizona,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768
536,Phillip Breyer,25-34,Medical Device,"Senior Manager, Medical Affairs",130000,5-7 years,Woman,Illinois,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.61599999999999
537,Brian Thompson,55-64,Medical Devices,QC Supervisor,60000,31 - 40 years,Woman,New York,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752
538,Janet Lee,45-54,Medical Interpreter -(Spanish),Medical Interpreter,30000,21 - 30 years,Woman,Kentucky,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94
539,Cathy Hwang,35-44,Medical Library ,Resource Sharing Spv,75950,8 - 10 years,Woman,Kentucky,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92
540,Neil Ducich,25-34,Medical Research,Clinical Biospecimen Coordinator,43000,8 - 10 years,Woman,Wisconsin,Technology,Accessories,Enermax Aurora Lite Keyboard,468.90000000000003
541,Barbara Fisher,25-34,Medical supply Wholesale & Warehousing,Office Coordinator & Assistant to VP of Quality,33000,8 - 10 years,Woman,Arizona,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.86400000000003
542,Katharine Harms,35-44,Medical Technology,"Senior Manager, Sales Operations",133000,21 - 30 years,Woman,Ohio,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.7760000000001
543,Giulietta Weimer,45-54,Medical/Pharmaceutical ,Director of Oncology Project Management ,220000,21 - 30 years,Man,Texas,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112
544,Noah Childs,35-44,mental health,Mental Health Coach,51079,11 - 20 years,Man,Texas,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792
545,Michelle Ellison,25-34,Mental health ,Postdoctoral Fellow,30000,2 - 4 years,Woman,Texas,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.11200000000001
546,Benjamin Patterson,35-44,Mental health therapist,Mental health therapist ,73611,11 - 20 years,Woman,New York,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41.28
547,John Castell,35-44,Military,Program Manager and Weapons System / Tactics SME,120000,11 - 20 years,Woman,New York,Office Supplies,Paper,Xerox 1898,13.36
548,Adam Shillingsburg,45-54,Military ,San Diego,125000,21 - 30 years,Woman,Illinois,Office Supplies,Storage,Home/Office Personal File Carts,250.272
549,Amy Cox,35-44,Mining,IT Supervisor,82000,11 - 20 years,Woman,Illinois,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.363999999999997
550,Michael Dominguez,45-54,Mining ,Office manager ,55140,11 - 20 years,Woman,Illinois,Office Supplies,Supplies,Staple remover,8.72
551,Duane Benoit,25-34,Mining/Mineral Exploration,Geologist,65000,8 - 10 years,Woman,California,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568
552,Erica Hackney,35-44,Mining/Resource Extraction,Site support analyst 2,74568,11 - 20 years,Man,Florida,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504000000000005
553,Edward Hooks,25-34,Ministry,Pastor,59750,5-7 years,Woman,Texas,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824
554,Scot Coram,18-24,Mortgage,Mortgage Processor,49000,2 - 4 years,Woman,California,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78
555,Joe Elijah,35-44,municipal (public) libraries,ILS/ILL Consultant,66000,11 - 20 years,Woman,North Carolina,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456000000000003
556,Ann Chong,25-34,Municipal Government (Library),Youth Services Librarian,54953,5-7 years,Woman,California,Office Supplies,Labels,Avery 473,20.7
557,Joy Daniels,55-64,Municipal library,Archivist,63000,21 - 30 years,Woman,California,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68
558,Christy Brittain,25-34,Museum,Museum Technician,52000,5-7 years,Woman,California,Office Supplies,Paper,Xerox 226,32.400000000000006
559,Joy Smith,25-34,Museum ,Processing archivist ,35000,5-7 years,Woman,California,Furniture,Furnishings,Coloredge Poster Frame,42.599999999999994
560,Luke Weiss,35-44,Museum - Nonprofit,Exhibitions Manager and Registrar,65000,11 - 20 years,Woman,California,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.05600000000001
561,Stuart Calhoun,25-34,Museum (<20 employees),Curator,52000,8 - 10 years,Woman,Florida,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0
562,Anne McFarland,25-34,Museum (University Affiliated),Assistant Registrar,40,2 - 4 years,Woman,Florida,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128
563,Rick Huthwaite,25-34,Museum education ,Outreach Educator ,36663,8 - 10 years,Woman,Washington,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96
564,Carol Triggs,45-54,Museums,Curator,75544,11 - 20 years,Woman,Washington,Office Supplies,Labels,Avery 509,2.61
565,Matt Collister,55-64,Museums & archives,Collections Manager,43680,21 - 30 years,Man,California,Technology,Phones,Cisco SPA301,374.37600000000003
566,Corey Catlett,25-34,museums & archives (not sure where this would fall),program coordinator,35360,5-7 years,Woman,Washington,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84
567,Kelly Andreada,25-34,Museums: Nonprofit,Digitization Specialist,42000,8 - 10 years,Woman,Washington,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.08800000000001
568,Tamara Chand,25-34,Music,Artist Manager,65000,11 - 20 years,Man,Washington,Office Supplies,Paper,Xerox 222,19.44
569,Bart Folk,25-34,Music Licensing,Music Coordinator,58000,5-7 years,Woman,Washington,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15199999999993
570,Magdelene Morse,25-34,music therapy ,Music Therapist,56000,2 - 4 years,Woman,New York,Office Supplies,Labels,Avery 473,72.45
571,Adrian Hane,35-44,"Music, education ","Musician, lesson instructor ",100000,11 - 20 years,Woman,New York,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96
572,Ben Wallace,25-34,"Music: freelance, performing and education",Freelance violinist,50000,11 - 20 years,Woman,New York,Office Supplies,Binders,Storex Dura Pro Binders,33.264
573,Scot Wooten,25-34,"My company sells & services various types of printers, mostly Kyocera.",Administrative Assistant & Systems Analyst,35000,8 - 10 years,Woman,New York,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.850000000000001
574,Brian Stugart,25-34,National laboratory,Senior Engineer A,115000,5-7 years,Woman,Washington,Office Supplies,Art,Newell 332,8.82
575,Randy Ferguson,25-34,Natural resources,Conservation Coordinator,56997,5-7 years,Woman,California,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72
576,William Brown,35-44,Non profit theater,Director of Development ,108000,11 - 20 years,Woman,California,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92
577,Trudy Brown,25-34,Nonprofit - legal department,Paralegal,69000,5-7 years,Woman,California,Office Supplies,Supplies,Acme Value Line Scissors,7.3
578,Art Ferguson,25-34,Nonprofit - LORT D Theater,Assistant Technical Director,43000,2 - 4 years,Woman,Illinois,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712
579,Richard Bierner,35-44,Nonprofit association,Director of Advocacy and Engagement,69000,11 - 20 years,Woman,Illinois,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792
580,Karen Ferguson,25-34,Non-profit health care (I couldn’t select both),Registered dietitian ,46700,8 - 10 years,Woman,California,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52
581,John Huston,35-44,Nonprofit scholarly society publisher,Senior Marketing Manager ,111000,21 - 30 years,Woman,Colorado,Technology,Phones,GE 30524EE4,470.3760000000001
582,Ivan Liston,35-44,Non-profit Theatre,Associate General Manager,72000,11 - 20 years,Woman,Colorado,Technology,Phones,AT&T SB67148 SynJ,105.584
583,Patrick Bzostek,25-34,Nonprofits,Program Manager,62000,8 - 10 years,Man,Colorado,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152
584,Rob Haberlin,25-34,Nuclear research,Unit manager,122000,8 - 10 years,Woman,Colorado,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783
585,Arthur Wiediger,25-34,oceanography research,research assistant,45000,2 - 4 years,Woman,Colorado,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368
586,Maris LaWare,35-44,Office Admin,Office Manager,36400,5-7 years,Woman,Kentucky,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98
587,Dorothy Badders,25-34,Office Administration,Office Administrator,41000,11 - 20 years,Man,Kentucky,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93
588,Matt Hagelstein,25-34,Oil & Gas,Pension Administrator,82000,8 - 10 years,Woman,Oregon,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784
589,Dennis Kane,25-34,Oil & Gas - Non Destructive Testing,Staff Accountant ,59000,8 - 10 years,Woman,Oregon,Office Supplies,Paper,Xerox 225,20.736000000000004
590,Bobby Trafton,45-54,Oil and Gas,Senior Software Engineer ,120000,21 - 30 years,Woman,Oregon,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821000000000005
591,Denny Blanton,25-34,Oil and gas exploration,Analyst,60000,2 - 4 years,Woman,Oregon,Office Supplies,Paper,Xerox 1894,10.368000000000002
592,Toby Gnade,35-44,Oil and Gas Safety Training,Lead Training Coordinator,56000,11 - 20 years,Woman,Texas,Office Supplies,Art,Newell 312,9.344
593,Barry Franz,25-34,Online education,Motion Designer,75000,2 - 4 years,Woman,Texas,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.200000000000003
594,Justin MacKendrick,45-54,Online learning,Editor,43000,21 - 30 years,Woman,California,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12
595,Maria Zettner,18-24,Operational Training,Training Coordinator,45000,1 year or less,Woman,California,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976
596,Mitch Webber,25-34,Operations,Operations Manager,110000,11 - 20 years,Woman,California,Technology,Phones,AT&T 1070 Corded Phone,445.96000000000004
597,Mark Van Huff,35-44,Organized Labor,Analyst,105500,11 - 20 years,Woman,California,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76
598,Sean Miller,35-44,Outdoor industry/repair and maintenance,Bicycle mechanic,37000,11 - 20 years,Woman,Pennsylvania,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632
599,Tom Prescott,45-54,Outsourcing Services ,Senior Manager,90000,21 - 30 years,Woman,Pennsylvania,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.98199999999997
600,Jim Karlsson,35-44,parking ,general manager,63000,8 - 10 years,Woman,Pennsylvania,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376
601,Patrick Jones,35-44,"Parks and recreation, land management but with customer service included",Park Ranger,27460,11 - 20 years,Woman,Pennsylvania,Office Supplies,Supplies,Acme Value Line Scissors,5.84
602,Ricardo Sperren,25-34,Payroll Software,Implementation Consultant 2,51001,5-7 years,Woman,Florida,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776
603,Susan Vittorini,35-44,Pension Benefit Administration,Staff Specialist,72000,11 - 20 years,Woman,Florida,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696
604,Becky Castell,35-44,Per Sitter,Pet Sitter,43800,8 - 10 years,Woman,Florida,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218
605,Elizabeth Moffitt,25-34,Performing Arts,Artistic Planning Manager,41500,5-7 years,Woman,Florida,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.18800000000001
606,Brendan Murry,35-44,Pest Control,Financial Analyst,75000,2 - 4 years,Woman,Florida,Office Supplies,Paper,Xerox 1889,131.904
607,Kristina Nunn,45-54,Pet,Bookkeeper/HR Manager,53000,21 - 30 years,Woman,Pennsylvania,Office Supplies,Binders,Angle-D Ring Binders,3.2820000000000005
608,Kelly Williams,35-44,Pet Care,Assistant Manager,41600,11 - 20 years,Woman,Pennsylvania,Office Supplies,Art,Newell 317,21.168
609,Scott Cohen,25-34,Pet care industry ,"Kennel Manager, Reception",35360,11 - 20 years,Woman,Pennsylvania,Technology,Phones,Motorola L804,55.188
610,Christina VanderZanden,25-34,Pet care industry (dog training/walking),Operations Manager,48500,5-7 years,Man,Texas,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576
611,Speros Goranitis,35-44,Pet care/grooming,Dog groomer,25000,11 - 20 years,Woman,Texas,Office Supplies,Labels,Avery 493,15.712000000000002
612,Tamara Manning,55-64,Petroleum,Principal,220000,31 - 40 years,Woman,Pennsylvania,Office Supplies,Paper,Xerox 1972,8.448
613,Eleni McCrary,35-44,Pharma,"Associate Director, Medical Communications",168000,11 - 20 years,Woman,Pennsylvania,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946
614,Michelle Lonsdale,25-34,Pharma ,Senior scientist ,125000,2 - 4 years,Woman,Ohio,Technology,Phones,PureGear Roll-On Screen Protector,119.93999999999998
615,Clay Rozendal,25-34,Pharma & Biotech,Clinical Operations Associate Director,125760,8 - 10 years,Woman,Ohio,Office Supplies,Binders,Prestige Round Ring Binders,3.6480000000000006
616,Annie Zypern,55-64,pharma / medical device design and manufacturing,Sr. Director,188000,41 years or more,Woman,New York,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48
617,Pierre Wener,45-54,Pharma R&D,operations manager,165000,21 - 30 years,Woman,New York,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94
618,Shahid Collister,45-54,Pharma research,Principal Scientist,180000,21 - 30 years,Woman,New York,Office Supplies,Binders,Recycled Easel Ring Binders,107.424
619,Carlos Meador,35-44,Pharma/ Research,Executive Director ,185000,11 - 20 years,Woman,New York,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91
620,Greg Maxwell,35-44,Pharma/Biotech,QA Manager,128000,11 - 20 years,Woman,New York,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02
621,Tim Brockman,45-54,Pharma/biotechnology,Senior biostatistician,168000,11 - 20 years,Woman,Illinois,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.689999999999998
622,John Murray,18-24,Pharma/biotechnology ,Associate Scientist ,104500,2 - 4 years,Woman,Michigan,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96
623,Sonia Cooley,45-54,Pharmaceitical manufacturing,Senior Report Writer,96304,21 - 30 years,Woman,Michigan,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21
624,Luke Schmidt,35-44,Pharmaceutical,Principal Scientist,126000,11 - 20 years,Woman,Michigan,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48
625,Ralph Ritter,45-54,Pharmaceutical ,"Associate Director, Information Governance",185000,21 - 30 years,Woman,Michigan,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82
626,Daniel Byrd,35-44,Pharmaceutical company ,Scientific Strategy Advisor,188000,11 - 20 years,Woman,New York,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56
